"name","output","confidence","rect","reason"
"227_千岛湖_玩水互动_裁剪分割__CV022_S021.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\227_千岛湖_玩水互动_裁剪分割__CV022_S021__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.379}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.4%（含黑边检测）"
"228_千岛湖_玩水互动_裁剪分割__CV022_S022.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\228_千岛湖_玩水互动_裁剪分割__CV022_S022__裁切废料.mp4","0.9","@{x=0; y=0.0; w=100; h=71.157}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=71.2%（含黑边检测）"
"229_千岛湖_玩水互动_裁剪分割__CV022_S023.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\229_千岛湖_玩水互动_裁剪分割__CV022_S023__裁切废料.mp4","0.86","@{x=0; y=14.286; w=100; h=47.748}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=14.3% h=47.7%（含黑边检测）"
"230_千岛湖_玩水互动_裁剪分割__CV022_S024.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\230_千岛湖_玩水互动_裁剪分割__CV022_S024__裁切废料.mp4","0.86","@{x=0; y=17.9; w=100; h=53.085}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=53.1%（含黑边检测）"
"231_千岛湖_玩水互动_裁剪分割__CV022_S025.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\231_千岛湖_玩水互动_裁剪分割__CV022_S025__裁切废料.mp4","0.58","@{x=0; y=1.888; w=100; h=69.269}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=1.9% h=69.3%（含黑边检测）"
"232_千岛湖_玩水互动_裁剪分割__CV022_S026.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\232_千岛湖_玩水互动_裁剪分割__CV022_S026__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=70.812}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=70.8%（含黑边检测）"
"233_千岛湖_玩水互动_裁剪分割__CV022_S027.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\233_千岛湖_玩水互动_裁剪分割__CV022_S027__裁切废料.mp4","0.7","@{x=0; y=13.42; w=100; h=57.22}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=13.4% h=57.2%（含黑边检测）"
"234_千岛湖_玩水互动_裁剪分割__CV022_S028.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\234_千岛湖_玩水互动_裁剪分割__CV022_S028__裁切废料.mp4","0.86","@{x=0; y=3.959; w=100; h=66.681}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.0% h=66.7%（含黑边检测）"
"235_千岛湖_玩水互动_裁剪分割__CV022_S029.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\235_千岛湖_玩水互动_裁剪分割__CV022_S029__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=69.78}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=69.8%（含黑边检测）"
"236_千岛湖_玩水互动_裁剪分割__CV022_S030.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\236_千岛湖_玩水互动_裁剪分割__CV022_S030__裁切废料.mp4","0.86","@{x=0; y=4.991; w=100; h=66.166}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.0% h=66.2%（含黑边检测）"
"237_千岛湖_玩水互动_裁剪分割__CV022_S031.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\237_千岛湖_玩水互动_裁剪分割__CV022_S031__裁切废料.mp4","0.86","@{x=0; y=17.9; w=100; h=53.257}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=53.3%（含黑边检测）"
"238_千岛湖_玩水互动_裁剪分割__CV022_S032.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\238_千岛湖_玩水互动_裁剪分割__CV022_S032__裁切废料.mp4","0.86","@{x=0; y=14.969; w=100; h=56.188}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.0% h=56.2%（含黑边检测）"
"239_千岛湖_玩水互动_裁剪分割__CV022_S033.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\239_千岛湖_玩水互动_裁剪分割__CV022_S033__裁切废料.mp4","0.86","@{x=0; y=12.904; w=100; h=57.22}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.9% h=57.2%（含黑边检测）"
"240_千岛湖_玩水互动_裁剪分割__CV022_S034.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\240_千岛湖_玩水互动_裁剪分割__CV022_S034__裁切废料.mp4","0.7","@{x=0; y=17.9; w=100; h=53.085}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=53.1%（含黑边检测）"
"241_千岛湖_玩水互动_裁剪分割__CV022_S035.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\241_千岛湖_玩水互动_裁剪分割__CV022_S035__裁切废料.mp4","0.86","@{x=0; y=15.314; w=100; h=55.498}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.3% h=55.5%（含黑边检测）"
"242_千岛湖_玩水互动_裁剪分割__CV022_S036.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\242_千岛湖_玩水互动_裁剪分割__CV022_S036__裁切废料.mp4","0.95","@{x=0; y=4.131; w=100; h=66.681}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.1% h=66.7%（含黑边检测）"
"243_千岛湖_玩水互动_裁剪分割__CV022_S037.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\243_千岛湖_玩水互动_裁剪分割__CV022_S037__裁切废料.mp4","0.86","@{x=0; y=14.286; w=100; h=56.182}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=14.3% h=56.2%（含黑边检测）"
"244_千岛湖_玩水互动_裁剪分割__CV022_S038.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\244_千岛湖_玩水互动_裁剪分割__CV022_S038__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.034}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）"
"245_千岛湖_玩水互动_裁剪分割__CV022_S039.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\245_千岛湖_玩水互动_裁剪分割__CV022_S039__裁切废料.mp4","0.7","@{x=0; y=5.336; w=100; h=65.476}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.3% h=65.5%（含黑边检测）"
"246_千岛湖_玩水互动_裁剪分割__CV022_S040.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\246_千岛湖_玩水互动_裁剪分割__CV022_S040__裁切废料.mp4","0.86","@{x=0; y=17.9; w=100; h=53.257}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=53.3%（含黑边检测）"
"247_千岛湖_玩水互动_裁剪分割__CV022_S041.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\247_千岛湖_玩水互动_裁剪分割__CV022_S041__裁切废料.mp4","0.86","@{x=0; y=5.336; w=100; h=65.821}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.3% h=65.8%（含黑边检测）"
"248_千岛湖_玩水互动_裁剪分割__CV022_S042.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\248_千岛湖_玩水互动_裁剪分割__CV022_S042__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=80.623}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=80.6%（含黑边检测）"
"249_千岛湖_玩水互动_裁剪分割__CV022_S043.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\249_千岛湖_玩水互动_裁剪分割__CV022_S043__裁切废料.mp4","0.86","@{x=0; y=15.663; w=100; h=63.927}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.7% h=63.9%（含黑边检测）"
"250_千岛湖_玩水互动_裁剪分割__CV022_S044.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\250_千岛湖_玩水互动_裁剪分割__CV022_S044__裁切废料.mp4","0.86","@{x=0; y=7.573; w=100; h=54.634}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.6% h=54.6%（含黑边检测）"
"251_千岛湖_玩水互动_裁剪分割__CV022_S045.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\251_千岛湖_玩水互动_裁剪分割__CV022_S045__裁切废料.mp4","0.86","@{x=0; y=10.322; w=100; h=62.039}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=10.3% h=62.0%（含黑边检测）"
"252_千岛湖_玩水互动_裁剪分割__CV022_S046.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\252_千岛湖_玩水互动_裁剪分割__CV022_S046__裁切废料.mp4","0.7","@{x=0; y=0.0; w=100; h=71.673}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=71.7%（含黑边检测）"
"253_千岛湖_玩水互动_裁剪分割__CV026_S006.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\253_千岛湖_玩水互动_裁剪分割__CV026_S006__裁切废料.mp4","0.7","@{x=0; y=7.409; w=100; h=69.362}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.4% h=69.4%（含黑边检测）"
"254_千岛湖_玩水互动_裁剪分割__CV026_S007.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\254_千岛湖_玩水互动_裁剪分割__CV026_S007__裁切废料.mp4","0.86","@{x=0; y=17.974; w=100; h=61.085}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=61.1%（含黑边检测）"
"255_千岛湖_玩水互动_裁剪分割__CV026_S008.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\255_千岛湖_玩水互动_裁剪分割__CV026_S008__裁切废料.mp4","0.7","@{x=0; y=3.922; w=100; h=73.666}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.9% h=73.7%（含黑边检测）"
"256_千岛湖_玩水互动_裁剪分割__CV026_S009.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\256_千岛湖_玩水互动_裁剪分割__CV026_S009__裁切废料.mp4","0.74","@{x=0; y=3.651; w=100; h=73.61}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.7% h=73.6%（含黑边检测）"
"257_千岛湖_玩水互动_裁剪分割__CV026_S010.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\257_千岛湖_玩水互动_裁剪分割__CV026_S010__裁切废料.mp4","0.7","@{x=0; y=6.699; w=100; h=60.759}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.7% h=60.8%（含黑边检测）"
"258_千岛湖_玩水互动_裁剪分割__CV026_S011.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\258_千岛湖_玩水互动_裁剪分割__CV026_S011__裁切废料.mp4","0.95","@{x=0; y=17.974; w=100; h=58.961}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=59.0%（含黑边检测）"
"259_千岛湖_玩水互动_裁剪分割__CV026_S012.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\259_千岛湖_玩水互动_裁剪分割__CV026_S012__裁切废料.mp4","0.86","@{x=0; y=6.373; w=100; h=70.562}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.4% h=70.6%（含黑边检测）"
"260_千岛湖_玩水互动_裁剪分割__CV026_S013.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\260_千岛湖_玩水互动_裁剪分割__CV026_S013__裁切废料.mp4","0.7","@{x=0; y=17.974; w=100; h=58.307}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=58.3%（含黑边检测）"
"261_千岛湖_玩水互动_裁剪分割__CV026_S014.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\261_千岛湖_玩水互动_裁剪分割__CV026_S014__裁切废料.mp4","0.58","@{x=0; y=16.886; w=100; h=45.016}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=16.9% h=45.0%（含黑边检测）"
"262_千岛湖_玩水互动_裁剪分割__CV026_S015.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\262_千岛湖_玩水互动_裁剪分割__CV026_S015__裁切废料.mp4","0.7","@{x=0; y=8.824; w=100; h=53.078}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.8% h=53.1%（含黑边检测）"
"263_千岛湖_玩水互动_裁剪分割__CV026_S016.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\263_千岛湖_玩水互动_裁剪分割__CV026_S016__裁切废料.mp4","0.74","@{x=0; y=11.984; w=100; h=51.389}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.0% h=51.4%（含黑边检测）"
"264_千岛湖_玩水互动_裁剪分割__CV026_S017.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\264_千岛湖_玩水互动_裁剪分割__CV026_S017__裁切废料.mp4","0.7","@{x=0; y=17.974; w=100; h=57.49}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=57.5%（含黑边检测）"
"265_千岛湖_玩水互动_裁剪分割__CV026_S018.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\265_千岛湖_玩水互动_裁剪分割__CV026_S018__裁切废料.mp4","0.7","@{x=0; y=11.765; w=100; h=63.699}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=11.8% h=63.7%（含黑边检测）"
"266_千岛湖_玩水互动_裁剪分割__CV026_S019.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\266_千岛湖_玩水互动_裁剪分割__CV026_S019__裁切废料.mp4","0.95","@{x=0; y=8.333; w=100; h=53.732}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.3% h=53.7%（含黑边检测）"
"267_千岛湖_玩水互动_裁剪分割__CV026_S020.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\267_千岛湖_玩水互动_裁剪分割__CV026_S020__裁切废料.mp4","0.86","@{x=0; y=11.438; w=100; h=64.68}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=11.4% h=64.7%（含黑边检测）"
"268_千岛湖_玩水互动_裁剪分割__CV026_S021.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\268_千岛湖_玩水互动_裁剪分割__CV026_S021__裁切废料.mp4","0.86","@{x=0; y=12.745; w=100; h=64.026}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.7% h=64.0%（含黑边检测）"
"269_千岛湖_玩水互动_裁剪分割__CV026_S022.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\269_千岛湖_玩水互动_裁剪分割__CV026_S022__裁切废料.mp4","0.86","@{x=0; y=17.974; w=100; h=58.797}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=58.8%（含黑边检测）"
"270_千岛湖_玩水互动_裁剪分割__CV026_S023.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\270_千岛湖_玩水互动_裁剪分割__CV026_S023__裁切废料.mp4","0.9","@{x=0; y=0.0; w=100; h=76.935}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=76.9%（含黑边检测）"
"271_千岛湖_玩水互动_裁剪分割__CV026_S024.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\271_千岛湖_玩水互动_裁剪分割__CV026_S024__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=62.065}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.1%（含黑边检测）"
"272_千岛湖_玩水互动_裁剪分割__CV026_S025.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\272_千岛湖_玩水互动_裁剪分割__CV026_S025__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=62.392}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.4%（含黑边检测）"
